Time,Species Name,Population,Habitat Area (km²),Migration,Reproduction Rate,Predation Risk,Environmental Threat,Season,Region,Forest Type,Urbanization,Extinction Risk
2018-07-29,Cắt nhỏ bụng vàng,41475,192,Có,1.62,Cao,5,Đông,Đồi núi,Ôn đới,59,Nguy cơ cao
2018-07-29,Cu Gáy,152190,460,Không,2.58,Cao,2,Xuân,Trung du,Rừng ngập mặn,50,Nguy cơ cao
2018-07-29,Chích chòe,104442,120,Một phần,4.01,Thấp,7,Xuân,Trung du,Nhiệt đới,51,Nguy cơ trung bình
2018-07-29,Yến núi,10368,127,Không,3.9,Trung bình,7,Hạ,Đồi núi,Nhiệt đới,25,Nguy cơ trung bình
2018-08-05,Cú mèo,50755,256,Có,2.53,Trung bình,3,Đông,Đồi núi,Rừng ngập mặn,53,Nguy cơ thấp
2018-08-05,Cu Gáy,152266,205,Có,1.31,Thấp,2,Đông,Đồi núi,Rừng ngập mặn,21,Nguy cơ cao
2018-08-05,Công,20454,248,Một phần,1.07,Cao,9,Đông,Đồng bằng,Rừng ngập mặn,96,Nguy cơ cao
2018-08-05,Yến núi,10381,489,Không,4.16,Cao,1,Thu,Đồi núi,Nhiệt đới,50,Không có nguy cơ
2018-08-05,Chào mào,124582,207,Không,4.45,Trung bình,3,Hạ,Đồi núi,Rừng ngập mặn,17,Nguy cơ trung bình
2018-08-05,Cắt nhỏ bụng vàng,41527,352,Có,2.11,Trung bình,4,Xuân,Trung du,Ôn đới,35,Không có nguy cơ
2018-08-05,Chích chòe,104599,19,Một phần,2.01,Thấp,9,Thu,Đồi núi,Rừng ngập mặn,99,Nguy cơ trung bình
2018-08-12,Cu Gáy,152342,372,Có,4.81,Trung bình,8,Hạ,Trung du,Rừng ngập mặn,34,Nguy cơ cao
2018-08-12,Chích chòe,104756,438,Không,1.74,Trung bình,4,Xuân,Đồi núi,Rừng ngập mặn,65,Nguy cơ thấp
2018-08-12,Cắt nhỏ bụng vàng,41579,413,Không,1.76,Thấp,7,Hạ,Đồng bằng,Nhiệt đới,8,Nguy cơ thấp
2018-08-12,Công,20470,365,Có,4.78,Cao,5,Thu,Trung du,Ôn đới,8,Nguy cơ cao
2018-08-12,Yến núi,10394,30,Không,2.65,Cao,5,Xuân,Đồi núi,Nhiệt đới,12,Không có nguy cơ
2018-08-12,Chào mào,124738,388,Một phần,3,Cao,1,Hạ,Đồng bằng,Ôn đới,35,Nguy cơ trung bình
2018-08-12,Cú mèo,50780,319,Không,1.85,Cao,6,Hạ,Đồi núi,Rừng ngập mặn,75,Nguy cơ cao
2018-08-19,Công,20485,225,Không,4.15,Cao,3,Thu,Trung du,Rừng ngập mặn,54,Không có nguy cơ
2018-08-19,Cu Gáy,152418,261,Không,4.72,Trung bình,5,Xuân,Đồng bằng,Rừng ngập mặn,71,Nguy cơ cao
2018-08-19,Cú mèo,50806,67,Không,1.43,Thấp,5,Xuân,Đồng bằng,Nhiệt đới,10,Nguy cơ thấp
2018-08-19,Cắt nhỏ bụng vàng,41631,406,Không,1.4,Thấp,10,Hạ,Đồng bằng,Rừng ngập mặn,26,Nguy cơ thấp
2018-08-19,Chào mào,124894,134,Không,2.22,Thấp,8,Thu,Đồng bằng,Ôn đới,54,Nguy cơ trung bình
2018-08-19,Yến núi,10407,425,Không,4.7,Cao,3,Đông,Trung du,Rừng ngập mặn,39,Không có nguy cơ
2018-08-19,Chích chòe,104913,124,Không,2.15,Trung bình,10,Đông,Đồng bằng,Nhiệt đới,11,Nguy cơ thấp
2018-08-26,Cu Gáy,152494,414,Không,2.79,Trung bình,5,Thu,Trung du,Ôn đới,51,Nguy cơ cao
2018-08-26,Chào mào,125050,29,Không,4.82,Trung bình,10,Xuân,Trung du,Nhiệt đới,77,Nguy cơ trung bình
2018-08-26,Chích chòe,105070,375,Một phần,1.74,Thấp,3,Xuân,Đồi núi,Nhiệt đới,0,Nguy cơ trung bình
2018-08-26,Công,20500,18,Một phần,1.88,Thấp,3,Đông,Trung du,Ôn đới,67,Nguy cơ trung bình
2018-08-26,Cú mèo,50831,167,Không,3.58,Cao,4,Đông,Đồi núi,Rừng ngập mặn,4,Không có nguy cơ
2018-08-26,Cắt nhỏ bụng vàng,41683,107,Không,2.31,Cao,6,Hạ,Đồng bằng,Ôn đới,39,Nguy cơ thấp
2018-08-26,Yến núi,10420,125,Có,4.21,Trung bình,6,Xuân,Đồng bằng,Nhiệt đới,74,Không có nguy cơ
2018-09-02,Công,20516,323,Có,4.32,Trung bình,6,Hạ,Đồi núi,Nhiệt đới,80,Nguy cơ thấp
2018-09-02,Chích chòe,105228,344,Không,4.25,Trung bình,10,Hạ,Đồng bằng,Nhiệt đới,86,Nguy cơ thấp
2018-09-02,Cắt nhỏ bụng vàng,41735,58,Một phần,1.8,Cao,8,Đông,Đồng bằng,Nhiệt đới,96,Không có nguy cơ
2018-09-02,Cu Gáy,152571,401,Một phần,4.17,Trung bình,7,Xuân,Trung du,Nhiệt đới,18,Nguy cơ cao
2018-09-02,Yến núi,10433,76,Không,1.06,Cao,7,Xuân,Trung du,Rừng ngập mặn,37,Nguy cơ trung bình
2018-09-02,Chào mào,125206,31,Một phần,2.73,Cao,3,Thu,Đồng bằng,Nhiệt đới,95,Nguy cơ trung bình
2018-09-02,Cú mèo,50857,195,Một phần,1.36,Trung bình,9,Xuân,Đồi núi,Nhiệt đới,72,Nguy cơ thấp
2018-09-09,Cú mèo,50882,360,Có,2.72,Thấp,4,Hạ,Trung du,Rừng ngập mặn,48,Nguy cơ thấp
2018-09-09,Cắt nhỏ bụng vàng,41787,257,Có,3.47,Trung bình,7,Xuân,Đồi núi,Ôn đới,8,Nguy cơ trung bình
2018-09-09,Công,20531,109,Có,3.21,Cao,3,Thu,Trung du,Nhiệt đới,90,Nguy cơ thấp
2018-09-09,Cu Gáy,152647,496,Không,1.07,Cao,8,Thu,Đồi núi,Ôn đới,24,Nguy cơ cao
2018-09-09,Yến núi,10446,79,Một phần,1.51,Cao,7,Xuân,Đồng bằng,Ôn đới,38,Nguy cơ trung bình
2018-09-09,Chích chòe,105386,446,Không,3.11,Thấp,3,Hạ,Đồng bằng,Rừng ngập mặn,98,Nguy cơ trung bình
2018-09-09,Chào mào,125363,87,Có,1.35,Trung bình,9,Thu,Đồi núi,Rừng ngập mặn,83,Nguy cơ trung bình
2018-09-16,Cắt nhỏ bụng vàng,41839,473,Có,2.07,Thấp,8,Hạ,Đồng bằng,Nhiệt đới,74,Nguy cơ thấp
2018-09-16,Cu Gáy,152723,244,Có,2.72,Cao,6,Thu,Đồng bằng,Rừng ngập mặn,29,Nguy cơ cao
2018-09-16,Công,20547,221,Một phần,3.11,Trung bình,8,Xuân,Trung du,Rừng ngập mặn,79,Nguy cơ trung bình
2018-09-16,Chích chòe,105544,135,Có,4.69,Cao,7,Thu,Đồng bằng,Nhiệt đới,7,Nguy cơ trung bình
2018-09-16,Chào mào,125519,112,Một phần,2.29,Cao,6,Đông,Trung du,Rừng ngập mặn,19,Nguy cơ trung bình
2018-09-16,Cú mèo,50907,82,Một phần,4.69,Trung bình,1,Đông,Đồi núi,Ôn đới,21,Nguy cơ trung bình
2018-09-16,Yến núi,10459,24,Không,2.74,Trung bình,3,Xuân,Đồi núi,Ôn đới,98,Nguy cơ trung bình
2018-09-23,Công,20562,437,Không,2.31,Cao,6,Hạ,Trung du,Rừng ngập mặn,63,Nguy cơ trung bình
2018-09-23,Cắt nhỏ bụng vàng,41892,89,Không,4.34,Trung bình,4,Đông,Đồng bằng,Rừng ngập mặn,41,Nguy cơ thấp
2018-09-23,Chào mào,125676,359,Có,3.99,Trung bình,7,Thu,Trung du,Nhiệt đới,16,Nguy cơ trung bình
2018-09-23,Yến núi,10473,79,Một phần,3.66,Trung bình,9,Thu,Đồi núi,Nhiệt đới,26,Không có nguy cơ
2018-09-23,Cú mèo,50933,149,Có,1.01,Trung bình,8,Hạ,Trung du,Ôn đới,63,Không có nguy cơ
2018-09-23,Chích chòe,105702,257,Có,4.58,Cao,6,Đông,Đồng bằng,Rừng ngập mặn,98,Nguy cơ thấp
2018-09-23,Cu Gáy,152800,156,Có,3.31,Cao,8,Hạ,Đồi núi,Rừng ngập mặn,38,Nguy cơ cao
2018-09-30,Yến núi,10486,134,Một phần,2.75,Thấp,3,Xuân,Đồi núi,Nhiệt đới,20,Không có nguy cơ
2018-09-30,Cu Gáy,152876,104,Không,1.55,Cao,3,Đông,Đồng bằng,Rừng ngập mặn,87,Nguy cơ cao
2018-09-30,Chích chòe,105861,292,Có,4.02,Trung bình,7,Xuân,Đồng bằng,Ôn đới,11,Nguy cơ thấp
2018-09-30,Cắt nhỏ bụng vàng,41944,424,Có,1.77,Trung bình,2,Xuân,Đồi núi,Rừng ngập mặn,19,Nguy cơ cao
2018-09-30,Chào mào,125833,480,Một phần,4.06,Trung bình,7,Hạ,Trung du,Nhiệt đới,94,Nguy cơ trung bình
2018-09-30,Công,20577,79,Không,1.28,Trung bình,7,Thu,Đồng bằng,Rừng ngập mặn,40,Không có nguy cơ
2018-09-30,Cú mèo,50958,370,Có,1.28,Thấp,9,Thu,Đồi núi,Rừng ngập mặn,31,Nguy cơ cao
2018-10-07,Yến núi,10499,311,Không,2.23,Thấp,4,Thu,Trung du,Nhiệt đới,9,Nguy cơ trung bình
2018-10-07,Chích chòe,106019,204,Không,2.23,Cao,3,Thu,Đồi núi,Rừng ngập mặn,52,Nguy cơ trung bình
2018-10-07,Cú mèo,50984,100,Không,1.17,Cao,2,Đông,Đồng bằng,Ôn đới,35,Không có nguy cơ
2018-10-07,Chào mào,125991,24,Một phần,2.85,Cao,10,Đông,Trung du,Ôn đới,50,Nguy cơ trung bình
2018-10-07,Công,20593,390,Không,4.34,Thấp,2,Đông,Đồng bằng,Nhiệt đới,55,Nguy cơ trung bình
2018-10-07,Cu Gáy,152952,272,Có,1.11,Trung bình,6,Thu,Trung du,Ôn đới,99,Nguy cơ cao
2018-10-07,Cắt nhỏ bụng vàng,41997,51,Không,2.2,Trung bình,8,Đông,Đồi núi,Ôn đới,9,Nguy cơ cao
2018-10-14,Cú mèo,51009,207,Một phần,3.46,Thấp,7,Hạ,Trung du,Rừng ngập mặn,92,Không có nguy cơ
2018-10-14,Cắt nhỏ bụng vàng,42049,338,Một phần,2.7,Thấp,1,Hạ,Đồi núi,Nhiệt đới,35,Nguy cơ cao
2018-10-14,Công,20608,254,Không,1.82,Trung bình,2,Xuân,Trung du,Rừng ngập mặn,65,Nguy cơ trung bình
2018-10-14,Chích chòe,106178,485,Không,1.26,Trung bình,9,Đông,Đồng bằng,Rừng ngập mặn,10,Nguy cơ trung bình
2018-10-14,Chào mào,126148,466,Có,3.59,Cao,5,Hạ,Đồng bằng,Nhiệt đới,33,Nguy cơ trung bình
2018-10-14,Yến núi,10512,372,Một phần,3.91,Thấp,3,Hạ,Đồi núi,Ôn đới,40,Nguy cơ trung bình
2018-10-14,Cu Gáy,153029,166,Không,3.3,Cao,9,Đông,Đồi núi,Nhiệt đới,46,Nguy cơ cao
2018-10-21,Cú mèo,51035,246,Có,2.35,Cao,5,Thu,Trung du,Nhiệt đới,79,Nguy cơ trung bình
2018-10-21,Yến núi,10525,292,Có,2.54,Thấp,10,Đông,Đồi núi,Rừng ngập mặn,39,Nguy cơ trung bình
2018-10-21,Công,20624,498,Có,5,Trung bình,10,Xuân,Đồi núi,Ôn đới,67,Nguy cơ cao
2018-10-21,Chào mào,126306,347,Không,1.1,Cao,9,Đông,Trung du,Rừng ngập mặn,20,Nguy cơ trung bình
2018-10-21,Chích chòe,106338,51,Không,4.69,Cao,8,Hạ,Đồi núi,Ôn đới,33,Nguy cơ thấp
2018-10-21,Cu Gáy,153105,64,Một phần,2.77,Thấp,8,Đông,Đồng bằng,Ôn đới,44,Nguy cơ cao
2018-10-21,Cắt nhỏ bụng vàng,42102,228,Không,2.89,Trung bình,6,Đông,Đồng bằng,Rừng ngập mặn,43,Nguy cơ trung bình
2018-10-28,Chích chòe,106497,284,Có,2.91,Trung bình,4,Xuân,Đồng bằng,Nhiệt đới,35,Nguy cơ trung bình
2018-10-28,Cú mèo,51060,270,Một phần,3.22,Cao,2,Thu,Trung du,Ôn đới,71,Không có nguy cơ
2018-10-28,Công,20639,118,Một phần,2.34,Trung bình,7,Đông,Trung du,Rừng ngập mặn,57,Nguy cơ thấp
2018-10-28,Chào mào,126464,477,Có,1.6,Thấp,8,Xuân,Trung du,Nhiệt đới,41,Nguy cơ trung bình
2018-10-28,Cu Gáy,153182,68,Có,2.54,Thấp,5,Hạ,Đồi núi,Ôn đới,15,Nguy cơ cao
2018-10-28,Cắt nhỏ bụng vàng,42154,221,Một phần,1.3,Trung bình,8,Đông,Đồi núi,Rừng ngập mặn,6,Nguy cơ cao
2018-10-28,Yến núi,10538,181,Không,3.59,Trung bình,4,Xuân,Trung du,Rừng ngập mặn,30,Nguy cơ trung bình
2018-11-04,Công,20655,434,Không,4.61,Trung bình,7,Xuân,Đồng bằng,Ôn đới,8,Nguy cơ cao
2018-11-04,Chích chòe,106657,493,Không,3.81,Cao,3,Thu,Trung du,Rừng ngập mặn,11,Nguy cơ trung bình
2018-11-04,Chào mào,126622,380,Một phần,2.82,Trung bình,7,Xuân,Trung du,Ôn đới,26,Nguy cơ trung bình
2018-11-04,Cú mèo,51086,491,Một phần,2.11,Thấp,3,Hạ,Trung du,Rừng ngập mặn,70,Nguy cơ trung bình
2018-11-04,Yến núi,10551,415,Một phần,1.68,Thấp,1,Xuân,Đồi núi,Rừng ngập mặn,90,Không có nguy cơ
2018-11-04,Cu Gáy,153259,477,Có,4.41,Thấp,1,Thu,Đồng bằng,Ôn đới,89,Nguy cơ cao
2018-11-04,Cắt nhỏ bụng vàng,42207,52,Một phần,1.39,Cao,6,Thu,Trung du,Ôn đới,66,Nguy cơ cao
2018-11-11,Công,20670,56,Một phần,3.27,Thấp,10,Xuân,Đồi núi,Nhiệt đới,2,Không có nguy cơ
2018-11-11,Cu Gáy,153335,371,Không,4.06,Thấp,10,Thu,Trung du,Nhiệt đới,66,Nguy cơ cao
2018-11-11,Chào mào,126780,56,Không,1.41,Trung bình,10,Đông,Đồng bằng,Rừng ngập mặn,36,Nguy cơ trung bình
2018-11-11,Chích chòe,106817,97,Không,4.67,Trung bình,2,Hạ,Trung du,Rừng ngập mặn,15,Nguy cơ thấp
2018-11-11,Cú mèo,51111,273,Có,1.56,Cao,2,Xuân,Trung du,Ôn đới,7,Nguy cơ thấp
2018-11-11,Cắt nhỏ bụng vàng,42260,13,Không,2.41,Thấp,1,Thu,Đồng bằng,Rừng ngập mặn,31,Không có nguy cơ
2018-11-11,Yến núi,10565,253,Có,4.12,Trung bình,2,Đông,Trung du,Rừng ngập mặn,59,Không có nguy cơ
2018-11-18,Cú mèo,51137,446,Không,2.31,Thấp,7,Xuân,Trung du,Nhiệt đới,71,Nguy cơ trung bình
2018-11-18,Cắt nhỏ bụng vàng,42312,90,Một phần,2.29,Trung bình,9,Thu,Đồng bằng,Rừng ngập mặn,17,Nguy cơ thấp
2018-11-18,Chào mào,126938,417,Có,3.18,Cao,2,Xuân,Đồng bằng,Nhiệt đới,94,Nguy cơ trung bình
2018-11-18,Yến núi,10578,226,Có,2.71,Thấp,4,Xuân,Đồi núi,Rừng ngập mặn,55,Nguy cơ trung bình
2018-11-18,Công,20686,398,Không,3.56,Thấp,5,Xuân,Đồi núi,Nhiệt đới,26,Nguy cơ cao
2018-11-18,Cu Gáy,153412,391,Một phần,4.26,Thấp,8,Thu,Đồi núi,Rừng ngập mặn,39,Nguy cơ cao
2018-11-18,Chích chòe,106977,350,Có,4.02,Trung bình,10,Xuân,Trung du,Ôn đới,91,Nguy cơ thấp
2018-11-25,Công,20701,126,Một phần,1.64,Trung bình,7,Hạ,Đồng bằng,Ôn đới,28,Nguy cơ thấp
2018-11-25,Cắt nhỏ bụng vàng,42365,20,Không,3.05,Thấp,2,Thu,Đồi núi,Ôn đới,88,Nguy cơ cao
2018-11-25,Cú mèo,51163,476,Không,1.51,Trung bình,3,Thu,Trung du,Rừng ngập mặn,44,Nguy cơ cao
2018-11-25,Cu Gáy,153489,132,Một phần,4.45,Trung bình,5,Thu,Trung du,Ôn đới,58,Nguy cơ cao
2018-11-25,Chích chòe,107138,311,Không,1.48,Thấp,2,Xuân,Đồi núi,Nhiệt đới,79,Nguy cơ trung bình
2018-11-25,Chào mào,127097,304,Không,4.9,Trung bình,10,Thu,Đồi núi,Rừng ngập mặn,91,Nguy cơ trung bình
2018-11-25,Yến núi,10591,442,Một phần,2.99,Thấp,3,Đông,Đồi núi,Nhiệt đới,81,Không có nguy cơ
2018-12-02,Công,20717,432,Không,3.79,Thấp,7,Đông,Đồi núi,Nhiệt đới,83,Nguy cơ cao
2018-12-02,Cu Gáy,153565,402,Có,1.75,Thấp,8,Xuân,Trung du,Nhiệt đới,6,Nguy cơ cao
2018-12-02,Yến núi,10604,281,Có,2.1,Thấp,7,Xuân,Đồi núi,Rừng ngập mặn,34,Không có nguy cơ
2018-12-02,Cú mèo,51188,315,Có,2.85,Trung bình,3,Xuân,Đồi núi,Rừng ngập mặn,72,Nguy cơ thấp
2018-12-02,Chích chòe,107298,463,Có,2.3,Trung bình,5,Hạ,Trung du,Nhiệt đới,36,Nguy cơ trung bình
2018-12-02,Cắt nhỏ bụng vàng,42418,176,Có,1.12,Cao,3,Xuân,Trung du,Rừng ngập mặn,14,Nguy cơ thấp
2018-12-02,Chào mào,127256,256,Một phần,3.63,Cao,6,Xuân,Đồi núi,Rừng ngập mặn,0,Nguy cơ trung bình
2018-12-09,Yến núi,10617,188,Một phần,4.64,Thấp,1,Thu,Đồi núi,Ôn đới,2,Nguy cơ trung bình
2018-12-09,Chích chòe,107459,168,Có,1.72,Cao,5,Thu,Trung du,Rừng ngập mặn,95,Nguy cơ thấp
2018-12-09,Cú mèo,51214,137,Không,2.93,Trung bình,3,Thu,Trung du,Ôn đới,14,Nguy cơ trung bình
2018-12-09,Cu Gáy,153642,309,Một phần,4.29,Thấp,6,Hạ,Đồi núi,Nhiệt đới,21,Nguy cơ cao
2018-12-09,Công,20732,331,Có,4.54,Trung bình,10,Hạ,Đồng bằng,Nhiệt đới,73,Không có nguy cơ
2018-12-09,Cắt nhỏ bụng vàng,42471,216,Không,3.9,Trung bình,2,Xuân,Đồi núi,Rừng ngập mặn,49,Không có nguy cơ
2018-12-09,Chào mào,127415,306,Có,2.6,Cao,9,Thu,Đồi núi,Ôn đới,60,Nguy cơ trung bình
2018-12-16,Chích chòe,107620,295,Có,3.34,Trung bình,2,Xuân,Đồi núi,Ôn đới,16,Nguy cơ trung bình
2018-12-16,Yến núi,10631,372,Không,2.03,Cao,5,Xuân,Đồi núi,Ôn đới,17,Nguy cơ trung bình
2018-12-16,Công,20748,360,Có,4.21,Thấp,3,Thu,Trung du,Rừng ngập mặn,36,Không có nguy cơ
2018-12-16,Cu Gáy,153719,341,Một phần,4.57,Trung bình,4,Thu,Trung du,Rừng ngập mặn,33,Nguy cơ cao
2018-12-16,Cú mèo,51239,95,Có,2.36,Trung bình,4,Thu,Đồng bằng,Rừng ngập mặn,49,Nguy cơ thấp
2018-12-16,Chào mào,127574,144,Không,1.01,Cao,4,Đông,Đồi núi,Ôn đới,50,Nguy cơ trung bình
2018-12-16,Cắt nhỏ bụng vàng,42524,112,Không,1.05,Thấp,6,Thu,Đồi núi,Rừng ngập mặn,93,Nguy cơ thấp
2018-12-23,Chích chòe,107782,202,Có,2.08,Thấp,3,Thu,Trung du,Nhiệt đới,69,Nguy cơ thấp
2018-12-23,Cu Gáy,153796,24,Có,3.75,Cao,9,Hạ,Đồng bằng,Nhiệt đới,14,Nguy cơ cao
2018-12-23,Cắt nhỏ bụng vàng,42578,273,Một phần,2.42,Trung bình,9,Đông,Trung du,Rừng ngập mặn,39,Nguy cơ thấp
2018-12-23,Yến núi,10644,354,Có,4.26,Cao,9,Thu,Trung du,Rừng ngập mặn,64,Không có nguy cơ
2018-12-23,Cú mèo,51265,246,Một phần,1.47,Trung bình,7,Đông,Đồi núi,Nhiệt đới,96,Nguy cơ cao
2018-12-23,Công,20763,280,Một phần,3.34,Cao,7,Xuân,Đồng bằng,Nhiệt đới,83,Không có nguy cơ
2018-12-23,Chào mào,127734,407,Một phần,4.98,Thấp,5,Xuân,Đồi núi,Rừng ngập mặn,73,Nguy cơ trung bình
2018-12-30,Yến núi,10657,473,Có,1.86,Trung bình,3,Xuân,Đồi núi,Rừng ngập mặn,49,Không có nguy cơ
2018-12-30,Cu Gáy,153873,378,Không,2.31,Trung bình,6,Đông,Trung du,Ôn đới,7,Nguy cơ cao
2018-12-30,Chào mào,127894,62,Một phần,4.58,Trung bình,3,Xuân,Đồi núi,Ôn đới,33,Nguy cơ trung bình
2018-12-30,Cắt nhỏ bụng vàng,42631,178,Một phần,2.57,Trung bình,6,Xuân,Đồi núi,Nhiệt đới,33,Nguy cơ thấp
2018-12-30,Cú mèo,51291,395,Một phần,3.82,Thấp,6,Đông,Trung du,Nhiệt đới,80,Không có nguy cơ
2018-12-30,Công,20779,394,Có,3.17,Cao,1,Xuân,Đồng bằng,Nhiệt đới,19,Không có nguy cơ
2018-12-30,Chích chòe,107944,310,Một phần,3.65,Trung bình,5,Hạ,Đồi núi,Nhiệt đới,6,Nguy cơ trung bình
2019-01-06,Chào mào,129727,482,Không,4.21,Cao,10,Đông,Trung du,Ôn đới,49,Nguy cơ trung bình
2019-01-06,Cú mèo,51987,126,Có,3.15,Thấp,10,Xuân,Đồi núi,Nhiệt đới,65,Nguy cơ trung bình
2019-01-06,Yến núi,9394,38,Không,1.07,Cao,6,Hạ,Đồi núi,Rừng ngập mặn,60,Nguy cơ trung bình
2019-01-06,Cu Gáy,158002,301,Một phần,4.4,Cao,10,Hạ,Trung du,Ôn đới,88,Nguy cơ cao
2019-01-06,Cắt nhỏ bụng vàng,38469,441,Có,3.33,Thấp,4,Hạ,Đồng bằng,Nhiệt đới,86,Nguy cơ cao
2019-01-06,Chích chòe,110948,373,Không,1.65,Thấp,9,Đông,Đồi núi,Ôn đới,39,Nguy cơ trung bình
2019-01-06,Công,19486,500,Có,3.54,Thấp,1,Hạ,Đồi núi,Rừng ngập mặn,42,Nguy cơ cao
2019-01-13,Công,19476,95,Không,3.48,Thấp,6,Thu,Trung du,Ôn đới,82,Nguy cơ thấp
2019-01-13,Chào mào,129921,228,Có,2.59,Thấp,7,Thu,Đồng bằng,Ôn đới,76,Nguy cơ trung bình
2019-01-13,Cắt nhỏ bụng vàng,38440,94,Không,1.35,Cao,10,Hạ,Đồng bằng,Ôn đới,89,Không có nguy cơ
2019-01-13,Yến núi,9383,78,Có,3.41,Thấp,2,Hạ,Đồng bằng,Ôn đới,86,Nguy cơ trung bình
2019-01-13,Cú mèo,52026,147,Một phần,3.25,Thấp,5,Hạ,Trung du,Nhiệt đới,42,Nguy cơ cao
2019-01-13,Chích chòe,111170,304,Có,2.33,Cao,7,Đông,Trung du,Ôn đới,69,Nguy cơ trung bình
2019-01-13,Cu Gáy,158160,186,Không,1.15,Thấp,8,Xuân,Trung du,Rừng ngập mặn,91,Nguy cơ cao
2019-01-20,Chào mào,130116,454,Có,4.09,Trung bình,9,Thu,Đồng bằng,Rừng ngập mặn,59,Nguy cơ trung bình
2019-01-20,Công,19467,164,Không,2.25,Thấp,9,Đông,Trung du,Rừng ngập mặn,32,Nguy cơ cao
2019-01-20,Cu Gáy,158318,373,Có,3.64,Thấp,10,Hạ,Đồi núi,Ôn đới,98,Nguy cơ cao
2019-01-20,Cú mèo,52065,74,Có,2.29,Cao,2,Xuân,Đồi núi,Nhiệt đới,44,Không có nguy cơ
2019-01-20,Chích chòe,111392,264,Một phần,3.58,Trung bình,5,Hạ,Đồng bằng,Rừng ngập mặn,31,Nguy cơ trung bình
2019-01-20,Cắt nhỏ bụng vàng,38411,434,Không,1.85,Thấp,1,Thu,Trung du,Ôn đới,100,Nguy cơ trung bình
2019-01-20,Yến núi,9372,422,Không,4.76,Thấp,1,Thu,Trung du,Ôn đới,97,Không có nguy cơ
2019-01-27,Cu Gáy,158476,293,Một phần,1.63,Trung bình,4,Xuân,Đồi núi,Rừng ngập mặn,10,Nguy cơ cao
2019-01-27,Yến núi,9360,81,Một phần,4.28,Trung bình,7,Đông,Trung du,Nhiệt đới,25,Không có nguy cơ
2019-01-27,Cú mèo,52104,140,Một phần,3.52,Trung bình,2,Đông,Đồi núi,Ôn đới,3,Nguy cơ thấp
2019-01-27,Chào mào,130311,373,Một phần,2.84,Trung bình,9,Hạ,Trung du,Ôn đới,66,Nguy cơ trung bình
2019-01-27,Chích chòe,111615,375,Có,4.82,Thấp,2,Xuân,Trung du,Rừng ngập mặn,23,Nguy cơ trung bình
2019-01-27,Cắt nhỏ bụng vàng,38382,45,Có,1.44,Thấp,4,Thu,Trung du,Rừng ngập mặn,77,Nguy cơ thấp
2019-01-27,Công,19457,213,Một phần,4.62,Thấp,8,Xuân,Đồi núi,Nhiệt đới,14,Không có nguy cơ
2019-02-03,Chào mào,130507,450,Có,4.98,Cao,1,Đông,Đồng bằng,Rừng ngập mặn,82,Nguy cơ trung bình
2019-02-03,Công,19447,219,Có,1.9,Trung bình,7,Đông,Đồng bằng,Nhiệt đới,21,Nguy cơ thấp
2019-02-03,Chích chòe,111838,101,Có,1.16,Thấp,5,Thu,Đồi núi,Nhiệt đới,62,Nguy cơ trung bình
2019-02-03,Yến núi,9349,488,Có,2.95,Thấp,5,Thu,Đồng bằng,Nhiệt đới,1,Nguy cơ trung bình
2019-02-03,Cắt nhỏ bụng vàng,38354,310,Một phần,4.13,Trung bình,9,Hạ,Đồi núi,Ôn đới,78,Nguy cơ thấp
2019-02-03,Cu Gáy,158635,112,Không,4.34,Cao,7,Đông,Đồng bằng,Nhiệt đới,75,Nguy cơ cao
2019-02-03,Cú mèo,52143,433,Một phần,1.19,Trung bình,7,Hạ,Trung du,Rừng ngập mặn,50,Nguy cơ cao
2019-02-10,Chào mào,130703,304,Có,2.96,Cao,8,Thu,Đồi núi,Ôn đới,72,Nguy cơ trung bình
2019-02-10,Chích chòe,112062,101,Một phần,4.38,Thấp,6,Đông,Đồng bằng,Ôn đới,15,Nguy cơ thấp
2019-02-10,Yến núi,9338,355,Có,1.99,Thấp,4,Thu,Trung du,Rừng ngập mặn,9,Nguy cơ trung bình
2019-02-10,Cú mèo,52183,267,Có,2.44,Thấp,2,Đông,Đồi núi,Rừng ngập mặn,72,Nguy cơ trung bình
2019-02-10,Công,19437,423,Có,3.95,Thấp,1,Đông,Trung du,Nhiệt đới,4,Nguy cơ thấp
2019-02-10,Cắt nhỏ bụng vàng,38325,136,Có,2.23,Thấp,7,Hạ,Trung du,Rừng ngập mặn,47,Nguy cơ cao
2019-02-10,Cu Gáy,158793,359,Một phần,1.83,Thấp,4,Thu,Đồi núi,Ôn đới,99,Nguy cơ cao
2019-02-17,Cú mèo,52222,448,Có,1.19,Trung bình,5,Hạ,Trung du,Ôn đới,72,Không có nguy cơ
2019-02-17,Chào mào,130899,214,Không,4.6,Thấp,5,Xuân,Đồi núi,Ôn đới,8,Nguy cơ trung bình
